tx_hash,gas_used,gas_price,gas_cost_in_eth
0xb47da271286bd17e7e4f30bafa7f6ffe410a0a5ed70ccfa0cf00eea8a2b9695a,225270,47931869468,0.01079761223505636
0x88ade730c1b35063e748b88d81adab515493aa60d63ae26b1e35ffb73f10e021,247072,50903433288,0.012576813069332737
0x17ff3fe0de48da82c16ad52c3add6c3575212263411c15e29f4cb6fba7b2dbab,279108,50640662463,0.014134214018723003
0xf0c2a2345a65096a963f8939adf95d9ec12b758ede495b3a43c6cdc6c24deafe,175051,30080748368,0.005265665082566768
0x98ea8596f55557c953dd3c02eccec9f82727245d9cf48ca9566addbc8ff40afd,227045,48535657447,0.011019778345054116
0xd6b1b30a8968fa6599c9b47a689f810ca7061eb97874094fd31b16209f3b9d2c,219746,48533744392,0.010665096195164432
0xe5971cca15493f3166dcf4209c900666e53b22829ba35bd6ff11ea36cddfafbd,305468,58597953690,0.01789979971777692
0x101ef8897bd0f70266ef9e6923db6e5b19ee6325b132659647f1539e961e5d7e,270612,66019443654,0.017865653686096248
0x8d4452da36c0bbd0a29481bb42bb41653e50f7362c284b0699c73cb665175162,227077,57547439976,0.013067700027430152
0x069e9a85dda610d239bf404bff2a25463696938b1ac5ac3051543ff07abd5140,252197,54079714991,0.013638741881585228
0x76324541be82ce7902d11b1991f89f99f3a509acf4d90a86e6a31a92ebb7a9d0,251102,47660088850,0.0119675436304127
0x9000681b6aa7dcad342e028f66ad5d239fc2e2af2a2129b8cbb56b4bca4df6c9,287550,49642323681,0.01427465017447155
0xdebd046c55869bda5b09e03d528ef39a5de689ef1310249f7a7b739e9dfb0055,339710,45280026172,0.01538207769089012
0xb17ebcd43fd6f1d1fe81e45d7bdaa7a79e3efdf76f21816b0235553150bb66e6,241298,47186540742,0.011386017907963116
0xda66f2f9fd86c6c8cd3e21097b4d02894b91a824c749546d60f1d1bda8b7bffc,221388,50481559997,0.011176011604615836
0xdb395e8607f78f473e777f7a3cc8b32d8f0823e2b756252d4baf8274122e68c5,338925,47329668998,0.01604120806514715
0x7ba24387b928b89b86ee0475311a2dcd12bb0c6db01a7593f5615c494c01f904,171866,28042393518,0.004819534004364588
0xafb0d3ab247471fd7e0cbd86cd3a8f2592eeaad5c6428596264841adbfb24cf0,171876,28033363387,0.004818262365504012
0x3b60b5a381e08ef72ed7a77c9a40b0793def4ae18f9bfef2826b8ad973c9551c,287550,50263853542,0.0144533710860021
0xb8f148e765a5cc4208299cc4d0eb73c35be26e30d0eeb45adf2624b9047a743f,182041,27160765332,0.004944372881802612
0x7498cc6fc8f1b42cf7a437089eb8f1f41edf2f3915dd35851864dc42aa5dfb6f,182051,27470503128,0.005001032564955528
0x3ab8268bdb9b22f98a2259a2d3ae08a719721c87995c8cecc6e2b0b2f51e0837,227033,43964883054,0.009981479294398783
0xabc4075bc3cef0c026b63686df7e9cf052e85ac7e91ca5a6f61d96aae9c494d8,215739,49418336007,0.010661462391814171
0x953ef1b2b73c7f6fb319588407baa3a2e2a8f6b7466fba9976f336ac9be46847,177159,29040180188,0.005144729281925892
0xf5c854973849d093928b11ed5ce2c51c81e4148d1adfca1d7bf711d593d52d0f,225266,48789356371,0.010990583152269686
0x1ec93d9c57a016c5599b29326c5c726d21b4714510d54bb1897267f35e5207da,252185,51366457156,0.01295384999788586
0x2844d034805dbbade3738af449e91fde4ced10c3fbcb7ce4cd139a04cec78518,221412,49790998777,0.011024324621213125
0x78867bd16282ea40ef807e31af4eec515e86f4c97600e06472c0c0d20928c550,222837,59838559425,0.013334245066588724
0x2ed36fd84a217e66cd53c44ea4eaf121a6cffeff7d0b8ef6a42ddf492daa98b8,254194,62856832458,0.01597782966982885
0x36b0dd6428575e0e6499f76475282189eb395954fe0b64c8791c6c639b536c22,256908,105967012417,0.027223773226026635
0xa119f9e048fbb477cacc5e00dca58cd8dfc313628ae06738bc8a0758ae6417f3,178445,66305464123,0.011831878545428736
0x1ae6a95e58b047ef87440e8e24891cd997d31a576bf9fe7e1f2963546a9fc7f7,303091,91429832691,0.02771155942014788
0xbb4c007554dee6ea9e822752c4bc513f4da44b62501a16fe86fdf05e08d93302,247972,122619818318,0.030406281587951094
0x19ce07d00bbffd77bcd4151f21bc9b17aed9ea8cf457715e7ce4c8c20b839d70,242346,65425676953,0.015855651106851738
0x6c7dbba9401b0719a1f8ae4721a3adda2bf30eba9b69f1ea7e316cda7ee420a0,232509,68307015696,0.015881995912461266
0x904e49a04d91da05459f0f94a010d1b0c7d922c6269ae8adc2661237e84f8915,287694,68429429295,0.01968673623159573
0x401cf815932f775cb66e59855a2c979dbfd4f40f9936b5811e1e624e49ef5a80,287727,76936647217,0.02213675069380576
0xcdd3b26df17905c5c45680b46388eb2626f56735cba5be80ae9e9d0efc6b0cca,270636,98356730509,0.026618872118033723
0xc6e733b2aabc238fb7f528e66c8ff2465d13152997ff305b01fa6c7fcfed8041,234883,128795152728,0.030251791858210825
0x49ec0dcde0353c581bcc5632b091ff69ef1cabb9d9bd4b02f66e2be1d7bf63aa,266764,74080173222,0.019761923329393607
0x3e7f89c6a83220ab2b0a69299e67384252145d5104deee53b5c3a93aaee9d9df,222719,104124823657,0.023190576600063385
0x6e87c49430b3623323558c97b960e517369c96a58299b6ae8a5eb039bb7680d1,233348,90740253819,0.021174056748156013
0x40da70977e918a7bd180a9128867c5f6738da092deb9141313cad67957b40033,219823,69171734598,0.015205538214536154
0xd7db41e751223e5c1ed1737dd5d66403197dc499cf25d97cf67e27c5454d1bcc,263070,80993013190,0.0213068319798933
0xba7abc83677249860b6b538d2a55a6b60627bf0872a36b7df6ce304c61c0540e,222849,78307646131,0.01745078063264722
0xad10867c3705c5193c8c4eba0654e54a35a86c741939765e09d5e3a3f961ce6d,252560,96626489653,0.02440398622676168
0xdb183e9a2c9828618f12621c7a06321c1ff57b9df307cd4f1865907e3a068dbb,215707,110476052839,0.02383045792974217
0x6166c751bc82c3e793f76eef5db8506c8eda30f2f4de663709b32b1e66827e2f,238436,105506063251,0.025156443697315435
0xd3faec7d6cde666bef7fb90675a7c88549dfb987f23bdb106cfd5f0f68da4c0c,295027,93525634726,0.0275925874363076
0x65f30bae063146a447b3cb7537644c360e86d40a5040a9e38097db0b1c079419,225888,96480742251,0.02179384190559389
0x56071f05a73f22075077618fd311b6c60936e79ea2c863ed86df889d73bf0dc3,229892,98156162695,0.02256531655427894
0xf47b492cc4f197a2b999108c9cf0e9704dcf8d31583088132a2080a6e4f7f413,267465,82523520415,0.022072153387797975
0x69641d88a8880c73c1514c444c77dc225b4bb6c47784031cbab8d4adee53750f,222849,76313397391,0.01700636429518696
0xb21b9cda4a5d93b2839e308fcfaf0abd7a46bf12acefe40dd47db1634f6c6ced,271649,62140904815,0.016880514652089937
0xdfc261c7d45bd6f8d3bb70dfce7e4f2ed4a32b27c25423ed69a68a28836d6485,222849,82095726496,0.018294950553907105
0x1188a1997f08d9b446e82a7a85fef5ced1e0b81a8d0bbfcbd073556f11a1c318,272448,86117828516,0.023462630143527168
0xfb6cfac3a2ee76c68418382831373e474e9a9f113939f41461b7860fab123e07,173540,43943983750,0.007626038939975
0xca290d6e27f46db4e110bd923ca618e9a371e63436b323b017eb931a46524b27,175592,43692682645,0.00767208553100084
0x11cc6714a91bf708b784ca93e004b99832b87978bb95051e2ac992a7f147784a,176100,40416020945,0.0071172612884145
0x33e1a6c6c71aaa5b686b0842764af28744c3e5d26e1dbb72cc918d682481d2c1,250370,62872764133,0.01574145395597921
0xe10a6fe20f86fbe2846eec8f986ceaa63c39dd2c4940ffc4f5bdef2cbcc40d5b,278066,47052790222,0.013083781165870651
0x63237dee44831fa37386a756d0760eb09e990665dac0eac8a80dda3279763b7a,236622,59412921268,0.014058404256276696
0xf723b1b359e8198781ae17caa8e09834de733b4b2163d00b28e119bb63924ae0,265538,52380989904,0.013909143297128352
0x212350840a37f1a400a195aaacb0de85522c4843c10e78819122cde950a72e7f,339854,52618304706,0.017882541327552924
0x7a1952da0055ea839322907b468b252e5ace5054d08ce960c54665c048a495f5,227045,46214473950,0.01049276523797775
0x584a8f8d6aaabdf3e96341e76cd795e5a88267c191f30b01d380d888aac213a2,332166,52704937639,0.017506788315796076
0x7fec72a61616bd3d433ae78ce4867d92a6de1b61447e3a79debfa206e0abd422,217872,49125143434,0.010702993250252448
0x88e43cd3bcf6ef7edc9e8c876efa70a7ac4d306d1e80bc51f63fcef4a852c9d1,227045,51871253667,0.011777108788824016
0x9ec6a472b4773965f006cb5f230cb44113685f021f01dff41177fff68fc8eba6,225392,48905365014,0.011022878031235488
0xdda82c6ce6bb0fdbd22dbac56f29e72f47283dfa3bd411cab95bce0f81118c46,267465,46294375947,0.012382125262664356
0xa4be65061818b2f767bc36159e129be992d5dd4acac749086f005f3935721210,222849,51721023129,0.01152597828327452
0x5ec3127da1f09228c4a373bf0207d92a4de7ae8d9f04fb276e6cad824ce66460,174468,36914166015,0.00644034071630502
0xa62001b9b71baf819d8dda743fb473fc222998c248256ef13e4547ea527303d8,227045,52805065803,0.011989126165242135
0x49620f090b8499c161d18b4429245dd79d8ba963ab01e585e6b659970a84d529,227089,45674835409,0.0103722526981944
0xbccf34916fccca24cd5e738b8ac38a1792bbe939b0234e27b9a21c71ca768e6d,295052,46944334428,0.013851019761650256
0xd9660616fbfca3d80f36a36fd4f3cc51a792066b5b6799bd22de5545442401e7,274988,57980943384,0.015944063659279393
0x59ba43c97dbed76e4e77e0df4667a55b9ba0f8083aedc24e50c5849e08dc8c70,246997,53125867648,0.013121929931453056
0x7d9ef10a4fbfc6758266f175df691658ef93a0362c17b353751d25750ebfce99,295039,48998002831,0.014456321757255409
0xb8549bff5c08fb47f79ab5315cd36935f969a0b7cd4dfc3aab444def2e30db2a,281028,45716190607,0.012847529613903995
0x86ed4f95316750996fc2b2210a8bd42e97ed020095653d7824409cdad02d065a,332166,52137213751,0.017318209742814665
0x7175e47769689948f8d8f634bf5b79d9394e7c5146ae7243b27f9c3edd39dc4a,188118,32368414718,0.006089081439920724
0xc2c32c92e0b6d7d8e4ce8ff8369496c9b1580e6bb78114fe7399e898f425ca39,251000,46395764200,0.0116453368142
0x669d77890bdcf4fb2cf9f8ed783d53b12202b747679f83f8046b58d13c134994,222849,50235849934,0.011195008921941967
0x66c22eaf196b44a94eb3121b23d7837a3c274290bee23bff26d48f55e5cff960,182636,31667470480,0.00578362013858528
0x184a1178cea8a08ecdb3b37dc672c208ffd56316e24b56093c31e4041e985172,181872,29814046561,0.005422340276142192
0xe754a1ec02ce53252853aceee6cf3b7c9388ca78cc0c316ed55ab25919564434,282748,28571897592,0.008078646900342816
0x8329108395878a40a4e2c67fd020189f73ed402dbb8f74c458e404274432726b,252209,45719678337,0.011530914353696431
0xefee2992480d86734d4e1ac0e4f659ae69c1ed8e13257cd866bba24bc51c7e74,188960,31616544024,0.00597426215877504
0x11339f6ea4fdd23fdba7fe115b14f25fd98896a23fab777a45556247f0424899,227937,50293567999,0.011463765008988065
0x5a291b930d8065594618e3ea433a35fb93b3fcbff29e7282df4800273f221f27,260355,47646460429,0.012404994204992296
0xb4cd8864424b413edb574e4963378ee8ff811dad01b5d572e925f9d0e7844ada,241218,59005370191,0.014233157386732639
0x341f93f1509c490689ba6d3f494b9483d994b46e140985d6b10a85a7c64d08db,222849,64091157381,0.014282650331198469
0x88b0c6910f10aea41e0cbe9d4fa89e405ff5a8e0dc6daa0bde1b097891a145f5,233265,71960385984,0.01678583943655776
0xe6f618a8ebd2b7715a211a013733db0b93ef74be6d75317b36de5ec220af8655,177257,44997826638,0.007976179756371967
0x5795fc03b5affdfa74b32c4796cbde3ffc419f174bd9aa2b303949f2346021aa,242712,88056103729,0.02137227304827305
0x407216d3314ecef6dd4b09705c88a96a44eb76e54cd88b4678af7771393beece,220922,76655076256,0.01693479275662803
0xc67597ef528aa9226957fc8cc6702ebc2441509b1a457cdc7a816cde2a4ae3ed,240960,69731550015,0.0168025142916144
0x4abc7f86eb9e29ac10abfe7d8cd5757faf6801eb8b472de8c92b8e8fac939a04,283557,70421024650,0.019968374486680047
0xf06fa5bf2c714346e454ecc5c795e30306f0e6622fd8de4b951251a0be366702,228714,71499694717,0.016352981177503938
0x93f7a892f5ff3ff12e2846cf06804e70df277380f71b6bf2feee5225e130a6a3,185600,39634800919,0.0073562190505664
0x037cb7419483be69ec1b5002868fe4e006b7ef46dfaadad09585b57022594cc0,249531,48642710395,0.012137864167574744
0x13181aebc05b8a6ac0867b2580d1603dd81452465b512460d9a9ad89ba0a2d49,252217,83574136075,0.021078817878428278
0x67c6d72867ddcb8b4f49b658b1666acc3cb08e779f2a7d2ff05d3a26e4297114,237428,70091964058,0.016641794842362823
0x27ae90035400687d500aa4e1f80bf41e1340f2151d0c3019fb557c4a4bea8e6d,294306,72954440127,0.021470929456016863
0xc97594c291a2b9e6a31e5e0f36adc664154ead3f7ba50099e92aaffbb865769f,222849,77443470255,0.017258199902856496
0x6b942ddf2c123e09b9e92be709b76204d45cc51af362a47e9b2096e0d74c4bf5,270040,78881167705,0.0213010705270582
0x7e57d382edabb8a3c2d73bd5911a03351d878384cfff251442f65d6b91e0bb0c,245998,76242562033,0.018755517774993936
0xd1fdfca2f633bd00c7e8817924a26d02d0f66b391051ca933ec40c4dd7464f69,222244,58303040433,0.012957500917991652
0x409709d57749708341892c6bb48913ee60d72b366ac1a441312826b9f396a98f,252764,70062625954,0.017709309586636857
0xf222181aac4949d7a14a320ddeaf0ecf79d7dd6f10467e98b28622b2de6e465f,295027,55755681586,0.016449431471272823
0x09d7a1a0c9489a5093234d4e02724b4c63598daeb5c7b662b2b76568a78078a9,263292,57172135000,0.01505296576842
0xec77fb725c75c9e2796c27d02b6daefd417da40f593d10bc2c1f926af166f12a,234072,79011487689,0.018494376946339607
0x658336f39bc2f656587a23560b78a6380666bcd86760fe084553737bbdf235c6,280092,156872533332,0.043938741606026545
0xaca18213854fc98f2ce5a0eee86dc48aa3d4b4538103019f606ee1bd1dbe3c15,227949,75918532491,0.01730555356279096
0x50d6a8714ac080252234cda545215f791d63894793f6b43e84774101c2172f1a,312628,44203867237,0.013819366606568836
0xe747f5e284b989a1f2429eb80802349d92bf6189166a9c55b96cbee3978d0189,231876,83074737105,0.01926303774095898
0xc605f1b8a21a6ae8070a2b4854f4612b1c6a25a5441f2157bef63a418889c431,308190,51433716094,0.01585135696300986
0xbf6ec04204fc7d9c25a8baf30473b6057dbd3622b0cf03555a93a6dfd224e0f9,320970,34996481713,0.01123282073542161
